LON,LAT,EDO,CLAVE,ESTACION,dic-22
-98.9,18.9,MOR,TLYMR,"Tlayacapan, Mor.",0
-99.241667,19.054167,MOR,TMAMR,"Tres Marías, Mor.",0.12
-98.786944,18.778056,MOR,TMCMR,"Temoac, Mor.",1.9
-99.1,18.691667,MOR,TMPMR,"Temilpa, Mor.",0.01
-98.92,18.9875,MOR,TOTMR,"Totolapan, Mor.",0.5
-98.843611,18.596389,MOR,TPLMR,"Tepalcingo, Mor.",0.5
-99.072778,18.971389,MOR,TPZMR,"Tepoztlán, Mor.",0.01
-99.259722,18.611111,MOR,TQGMR,"Tequesquitengo, Mor.",0.5
-99.3875,18.731389,MOR,VIAMR,"Vista Alegre, Mor.",5.51
-99.190278,18.528889,MOR,XICMR,"Xicatlacotla, Mor.",1.1
-99.25,18.683333,MOR,XXOMR,"Xoxocotla, Mor.",1.5
-99.050556,18.899167,MOR,YAHMR,"Yautepec, Mor.",0
-98.866111,18.881944,MOR,YECMR,"Yecapixtla, Mor.",0
-99.196667,18.651389,MOR,ZCTMR,"Observatorio de Zacatepec, Mor.",0
-105.354167,22.49,NAY,ACANR,"Acaponeta, Nay.",0
-104.802222,21.839167,NAY,AGMNR,"Aguamilpa Solidaridad, Nay.",0
-105.1125,21.831111,NAY,CAPNR,"Capomal, Nay.",0
-104.450833,21.428333,NAY,CJNNR,"Leonardo Rodríguez Alcaine, Nay.",0
-106.536944,21.629722,NAY,ISLASMARIASmar,"Islas Marías, Nay. SEMAR*",1.27
-104.516944,22.250833,NAY,JMANR,"Jesús María, Nay.",0
-105.341667,22.591667,NAY,LESNR,"La Estancia, Nay.",0
-105.254167,22.377778,NAY,PAJNR,"Pajaritos, Nay.",0
-104.8875,21.780833,NAY,RSRNR,"San Rafael, Nay.",0
-105.1425,21.958333,NAY,RUINR,"Ruiz, Nay.",0
-105.285556,21.531389,NAY,SANBLASmar,"San Blas, Nay. SEMAR*",0
-104.891944,21.489444,NAY,TEPNR,"Observatorio de Tepic, Nay.",0
-99.816667,24.1,NL,ARRNL,"Aramberri, N.L.",0.01
-99.439444,24.976111,NL,CARNL,"Carmen de los Elizondo Linares, N.L.",1.65
-99.276944,25.711667,NL,CCHNL,"Cuchillo Solidaridad, N.L.",6.53
-99.399722,24.9375,NL,CPRNL,"José López Portillo, N.L.",2.51
-99.6975,24.783611,NL,CRUNL,"Crucitas, N.L.",6.7
-99.614167,26.091389,NL,CRVNL,"Cerralvo, N.L.",6.72
-100.198056,25.5175,NL,ECSNL,"El Cerrito, N.L.",3
-100.308333,25.576944,NL,ELDIENTE,"El Diente, N. L. SMN*",3.4
-100.083333,24.833333,NL,GALNL,"Galeana, N.L.",0
-100.128056,25.428056,NL,LBCNL,"Rodrigo Gómez, N.L.",1.9
-99.833333,25.174167,NL,MTMNL,"Montemorelos, N.L.",9.31
-100.118056,23.4225,NL,MYNNL,"Mier y Noriega, N.L.",2.1
-100.304722,25.733611,NL,OBSNL,"Observatorio de Monterrey, N.L.",4.93
-100.128889,25.429444,NL,PLABOCA,"Presa La Boca, N.L. SGT*",0
-100.372222,27.429167,NL,PSANL,"Salinillas, N.L.",1.59
-100.240278,25.856944,NL,RADIOSONDEOMTY,"Radiosondeo, Monterrey N.L. SGT*",11.55
-100.551111,25.028333,NL,SRANL,"San Rafael, N.L.",0
-99.777778,23.981389,NL,ZRGNL,"Zaragoza, N.L.",0
-97.720556,17.533611,OAX,AMTOX,"San Antonino Monte Verde, Oax.",2
-96.53,17.43,OAX,ATEOX,"Atepec, Oax.",10
-96.1,17.016667,OAX,AYUOX,"Ayutla, Oax.",15.4
-95.929167,16.647222,OAX,BOQOX,"Boquilla 1, Oax.",0
-98.278333,17.532778,OAX,CALOX,"Calihualá, Oax.",1
-96.263611,17.999167,OAX,CDOOX,"Miguel de la Madrid Hurtado, Oax.",83.01
-97.616667,17.57,OAX,CHDOX,"Chilapa de Díaz, Oax.",0
-94.816667,16.583333,OAX,CHIOX,"Chicapa, Oax.",0.63
-97.023056,17.459167,OAX,CMTOX,"Santiago Camotlán, Oax.",0
-97.799722,18.133056,OAX,COSOX,"Cosoltepec, Oax.",0
-96.721944,15.812222,OAX,COZOX,"San Francisco Cozoaltepec, Oax.",0
-96.658333,18.492778,OAX,CSPOX,"Cosolapa, Oax.",34.62
-96.388889,18.1525,OAX,DPSOX,"Dique Pescaditos, Oax.",75.03
-97.819167,17.746389,OAX,FOYOX,"San Francisco Yosocuta, Oax.",10
-97.776111,17.806667,OAX,HDLOX,"Huajuapan de León, Oax.",12.9
-97.776111,17.806667,OAX,HLOOX,"Observatorio de Huajuapan de León, Oax.",8.8
-95.053889,16.503611,OAX,IXTALTEPEC,"Ixtaltepec, Oax. SGT*",0
-96.2,17.866667,OAX,JACOX,"Jacatepec, Oax.",123.9
-95.397778,16.445556,OAX,JDMOX,"Presidente Benito Juárez, Oax.",0
-95.033333,16.433333,OAX,JUCOX,"Juchitán, Oax.",1.3
-95.2,16.6,OAX,KM1OX,"km 33+190, Oax.",0
-95.716667,16.416667,OAX,KM2OX,"km 51+740, Oax.",0
-96.905556,18.210556,OAX,LCAOX,"La Carbonera, Oax.",5.5
-95.3,16.4,OAX,LPIOX,"Las Pilas, Oax.",0
-95.483333,17.45,OAX,MAROX,"María Lombardo, Oax.",48.26
-96.733333,17.066667,OAX,OACOX,"Oaxaca Centro, Oax.",0
-96.7,17.001389,OAX,OAOOX,"Observatorio de Aeropuerto Oaxaca, Oax.",0.01
-96.083333,18.166667,OAX,PAPOX,"Papaloapan, Oax.",42.62
-96.716667,17.072778,OAX,PIAOX,"Organismo de Cuenca Pacífico Sur PIAE, Oax.",0
-96.483333,15.666667,OAX,PTAOX,"Observatorio de Puerto Angel, Oax.",0
-95.481389,16.585278,OAX,RHOOX,"Río Hondo, Oax.",0
-95.916667,17.733333,OAX,RMLOX,"Río Manso Lalana, Oax.",71.2
-97.725,16.102778,OAX,RVEOX,"Río Verde, Oax.",0
-97.839444,17.156667,OAX,SACOX,"San Andrés Chicahuaxtla, Oax.",7.1
-95.165,16.283056,OAX,SBLOX,"San Blas Atempa, Oax.",0
-97.895,17.905833,OAX,SCHOX,"Santiago Chilixtlahuaca, Oax.",5.5
-96.549722,17.266667,OAX,SCIOX,"Ixtepeji, Oax.",1
-95.2,16.183333,OAX,SCROX,"Observatorio de Salina Cruz, Oax.",0
-96.533333,17.883333,OAX,SFUOX,"San Felipe Usila, Oax.",220
-97.648611,18.106389,OAX,SJNOX,"San Juan Nochixtlán, Oax.",0
-98.1425,17.501389,OAX,SLAOX,"Silacayoápam, Oax.",0.01
-96.453611,17.1175,OAX,SMAOX,"San Antonio Cuajimoloyas, Oax.",1.55
-98,17.45,OAX,SMTOX,"San Miguel Tlacotepec, Oax.",0
-97.680278,18.188611,OAX,SNCOX,"Santiago Chazumba, Oax.",0
-96.55,18.05,OAX,STDOX,"Santo Domingo, Oax.",54.81
-97.536667,17.726111,OAX,STTOX,"Santiago Teotongo, Oax.",3.7
-95.2,16.3,OAX,TEHOX,"Tehuantepec, Oax.",0
-96.412222,18.232222,OAX,TEMOX,"Presidente Alemán, Oax.",49.8
-97.492222,17.513333,OAX,TEPOX,"Teposcolula, Oax.",46.01
-97.680278,17.267222,OAX,TLXOX,"Heroica Ciudad de Tlaxiaco, Oax.",0
-96.544444,15.739167,OAX,TNMOX,"Tonameca, Oax.",0
-97.808333,17.654444,OAX,TSLOX,"Heroica Villa Tezoatlán de Segura y Luna, Oax.",0
-96.133333,18.083333,OAX,TUXOX,"Tuxtepec, Oax.",31.1
-96.435278,17.933056,OAX,UCFOX,"Usila CFE, Oax.",197.5
-94.833333,16.45,OAX,UHGOX,"Unión Hidalgo, Oax.",0
-96.3,17.776389,OAX,VANOX,"Valle Nacional, Oax.",196.3
-97.826111,17.724444,OAX,YOSOX,"Yosocuta, Oax.",4.3
-95.93,17.15,OAX,ZACOX,"Zacatepec, Oax.",85.56
-98.389444,17.755278,OAX,ZALOX,"Zapotitlán Lagunas, Oax.",3.5
-97.818056,17.889722,OAX,ZAPOX,"Zapotitlán Palmas, Oax.",0
-97.578056,18.227778,PUE,ACAPB,"Acatepec, Pue.",0
-97.418056,19.45,PUE,ACHPB,"Alchichica, Pue.",25.21
-97.934167,19.0625,PUE,ACJPB,"Acajete, Pue.",9.33
-98.055,18.277222,PUE,ADOPB,"Acatlán de Osorio, Pue.",0.4
-98.135833,18.9425,PUE,AFRPB,"Africam, Pue.",10
-97.920833,18.854167,PUE,AHAPB,"Ahuatepec, Pue.",21.5
-98.148056,20.033056,PUE,AHUPB,"Ahuazotepec, Pue.",11.8
-97.845,20.406944,PUE,APAPB,"Apapantilla, Pue.",27.9
-98.420833,18.921111,PUE,ATXPB,"Atlixco, Pue.",4.4
-97.881111,20.385833,PUE,AVCPB,"Ávila Camacho, Pue.",57.1
-97.503333,19.961389,PUE,BAIPB,"Buenos Aires CFE, Pue.",48.85
-98.108611,18.9125,PUE,BDDPB,"Manuel Ávila Camacho, Pue.",18.7
-97.441667,18.983889,PUE,CDSPB,"Ciudad Serdán, Pue.",1
-97.958333,18.968889,PUE,CEMPB,"Cemex, Pue.",5
-98.579167,18.516111,PUE,CHIPB,"Chietla, Pue.",2.61
-98.318056,19.068611,PUE,CHLPB,"Cholula, Pue.",7.1
-98.567778,18.109722,PUE,CHSPB,"Chila de la Sal, Pue.",3.6
-98.198611,19.022778,PUE,CNAPB,"Conagua, Pue.",9
-98.049722,19.743333,PUE,CNGPB,"Chignahuapan, Pue.",14.5
-98.164722,18.612778,PUE,COAPB,"Coatzingo, Pue.",7
-98.059444,19.093056,PUE,CPLPB,"Capulac, Pue.",0
-97.516667,20.033333,PUE,CTZPB,"Cuetzalan del Progreso, Pue.",62.53
-98.275556,18.966111,PUE,ECHPB,"Echeverría, Pue.",7.01
-98.404722,18.187222,PUE,ELFRAILECFE,"El Fraile, Pue. CFE*",7.4
-98.456111,19.101111,PUE,HJTPB,"Huejotzingo, Pue.",0.41
-98.540278,18.772222,PUE,HQCPB,"Huaquechula, Pue.",2.5
-98.050833,20.176389,PUE,HUAPB,"Huauchinango, Pue.",41.31
-98.72,18.039722,PUE,IXCAMILPACFE,"Ixcamilpa, Pue. CFE*",1.4
-97.815833,19.621667,PUE,IXTPB,"Ixtacamaxtitlán, Pue.",12.91
-98.466389,18.610833,PUE,IZMPB,"Izúcar de Matamoros, Pue.",6
-98.231111,19.010556,PUE,MAYPB,"Mayorazgo 21 Poniente, Pue.",9.01
-97.850278,20.733056,PUE,MTLPB,"Metlaltoyuca, Pue.",35.81
-96.781389,18.360278,PUE,NARPB,"Naranjastitla, Pue.",88.18
-98.002222,20.001667,PUE,NECAXA,"Necaxa, Pue. FENIX*",39.3
-98.000556,20.216667,PUE,NNEPB,"Necaxa, Pue.",22.3
-97.533333,19.7,PUE,OYAPB,"Oyameles, Pue.",7.02
-98.156667,20.2775,PUE,PAHUATLAN,"Pahuatlán de Valle, Pue. SGT*",18.9
-97.251389,18.918056,PUE,PCRPB,"Paso Carretas, Pue.",21
-98.264722,18.2,PUE,PIXPB,"Piaxtla, Pue.",5.31
-97.702778,20.445833,PUE,PTEPALOMAS,"Puente Palomas, Pue. SGT*",68.4
-97.883333,20.233333,PUE,PTLPB,"Patla, Pue.",28.2
-98.166667,19.05,PUE,PUOPB,"Observatorio de Puebla, Pue.",8
-97.616667,19.25,PUE,QUIPB,"Quimixtlán, Pue.",14.31
-97.401667,20.116111,PUE,RNAPB,"Rancho Nuevo, Pue.",90
-98.22,19.113056,PUE,SCRPB,"San Cristóbal Caleras, Pue.",3.1
-97.205556,20.133889,PUE,SJAPB,"San José Acateno, Pue.",12.33
-97.91,18.735,PUE,SMCPB,"San Miguel Canoa, Pue.",0
-98.433889,19.298611,PUE,SMTPB,"San Martín Texmelucan, Pue.",4.5
-97.446667,19.960833,PUE,SOLPB,"La Soledad, Pue.",55.05
-98.582222,19.330278,PUE,SRTPB,"Santa Rita Tlahuapan, Pue.",13.62
-97.486389,19.952778,PUE,STLPB,"Sontalaco CFE, Pue.",41.93
-97.7925,20.004444,PUE,TDRPB,"Tepango de Rodríguez, Pue.",63.51
-97.7525,18.878889,PUE,TECPB,"Tecamachalco, Pue.",2.2
-97.395556,18.479167,PUE,TEHPB,"Tehuacán, Pue.",5.01
-97.805833,19.829444,PUE,TEOPB,"Tetela de Ocampo, Pue.",18.61
-97.9475,20.21,PUE,TEPPB,"Tepexic, Pue.",18.1
-97.430556,18.468889,PUE,TETPB,"Teopilco, Pue.",5
-97.36,19.815278,PUE,TEZPB,"Teziutlán, Pue.",43.5
-96.835833,18.405,PUE,TLPPB,"Tlacotepec de Díaz, Pue.",83.03
-97.491944,19.489167,PUE,TPYPB,"Tepeyahualco, Pue.",26.5
-96.861389,18.483611,PUE,TYAPB,"Tepeyac, Pue.",84.16
-98.050833,20.176389,PUE,UDSPB,"Universidad de la Sierra, Pue.",52.34
-97.668056,20.510278,PUE,VENPB,"Venustiano Carranza, Pue.",32.1
-97.956944,20.277222,PUE,XDJPB,"Xicotepec de Juárez, Pue.",41.93
-97.585,19.859722,PUE,ZCPPB,"Zacapoaxtla, Pue.",39.83
-97.011389,18.332222,PUE,ZOQPB,"Zoquitlán, Pue.",51.01
-97.832778,20.178611,PUE,ZRGPB,"Zaragoza, Pue.",26
-100.080278,20.418611,QRO,CNSQT,"Constitución de 1917, Qro.",0.3
-99.9625,20.198611,QRO,IDFQT,"San Ildefonso, Qro.",12.2
-100,20.3625,QRO,SJSQT,"San José, Qro.",1.6
-86.820278,21.156667,QROO,CANQR,"Cancún, Q. Roo",135.82
-88.3275,18.500556,QROO,CHETUMALob,"Observatorio de Chetumal, Q. Roo SMN*",25.6
-87.300556,18.755556,QROO,CHINCHORROmar,"Banco Chinchorro, Q. Roo SEMAR*",201.07
-88.3275,18.500556,QROO,CHOQR,"Observatorio de Chetumal, Q. Roo",33.64
-86.775833,21.074444,QROO,CNCQR,"Cancún Radar, Q. Roo SMN*",31.85
-86.946111,20.51,QROO,COZQR,"Cozumel, Q. Roo",303.4
-88.045,19.575556,QROO,FCRQR,"Observatorio de Felipe Carrillo Puerto, Q. Roo",28.6
-88.703611,19.752222,QROO,JMORELOS,"José María Morelos, Q. Roo SMN*",66.6
-87.077778,20.634444,QROO,PDCQR,"Playa del Carmen, Q. Roo",95.3
-86.807222,21.185556,QROO,PTOJUAREZmar,"Puerto Juárez, Q. Roo SEMAR*",170.922
-106.654167,24.047222,SIN,ACTSI,"Acatitán, Sin.",0
-109.183333,25.916667,SIN,AHMSI,"Ahome, Sin.",0
-107.383333,25.090278,SIN,AL2SI,"El Varejonal hidrométrica, Sin.",0
-108.7,25.7,SIN,ARCSI,"Adolfo Ruiz Cortines, Sin.",0
-107.466667,25.033333,SIN,AWSSI,"Andrew Weiss, Sin.",0
-107.5375,25.333333,SIN,BDRSI,"Badiraguato, Sin.",0
-108.3,26.3,SIN,CFRSI,"Cofradía, Sin.",0
-108.329167,26.736111,SIN,CHXSI,"Observatorio de Choix, Sin.",0
-107.4,24.816667,SIN,CLCSI,"Culiacán, Sin.",0
-109.333333,26.1,SIN,CRRSI,"El Carrizo, Sin.",1
-107.35,24.316667,SIN,DRDSI,"El Dorado, Sin.",0
-108.065556,25.484722,SIN,EBLSI,"Lic. Eustaquio Buelna, Sin.",0.01
-108.616667,26.433333,SIN,EFTSI,"El Fuerte, Sin.",1
-108.480833,25.806667,SIN,ENASI,"Estación Naranjo, Sin.",0.02
-108.316667,26.083333,SIN,GB2SI,"El Sabinal hidrométrica, Sin.",0
-107.911944,25.855278,SIN,GD2SI,"Bacurato hidrométrica de Gustavo Díaz Ordaz, Sin.",0
-108.091667,25.469444,SIN,GMCSI,"Guamúchil, Sin.",0.01
-108.466667,25.716667,SIN,GSVSI,"Guasave, Sin.",0
-107.225,25.344444,SIN,GTNSI,"Guatenipa, Sin.",0
-109.301111,25.966111,SIN,HDZSI,"Higuera de Zaragoza, Sin.",0
-106.595833,23.955556,SIN,IXPSI,"Ixpalino, Sin.",0
-107.059444,24.753611,SIN,JGRSI,"Juan Guerrero Alcocer, Sin.",0
-106.807222,24.571667,SIN,JLPSI,"José López Portillo, Sin.",0
-108.013889,25.9,SIN,JNASI,"Jaina, Sin.",0.01
-108.7025,26.426944,SIN,JORSI,"Josefa Ortiz de Domínguez, Sin.",0.01
-106.9,23.916667,SIN,LCRSI,"La Cruz, Sin.",0
-108.35,26.904167,SIN,LD2SI,"Huites hidrométrica, Sin.",4.2
-108.367778,26.844722,SIN,LDCSI,"Luis Donaldo Colosio, Sin.",4.2
-106.4,23.233333,SIN,MZTSI,"Observatorio de Mazatlán, Sin.",0
-107.440556,24.634722,SIN,OBSSI,"Observatorio de Culiacán, Sin.",0
-108.58,26.509722,SIN,PMHSI,"Miguel Hidalgo, Sin.",0.4
-106.466667,23.5625,SIN,QLTSI,"Quelite, Sin.",0
-107.756111,25.124722,SIN,RAVSI,"Estación Rancho Viejo, Sin.",0
-105.85,22.983333,SIN,RSRSI,"Rosario, Sin.",0
-106.952778,24.484722,SIN,SCRSI,"Santa Cruz, Sin.",0
-108.779167,26.073611,SIN,SFRSI,"Sufragio, Sin.",0
-107.8425,25.486667,SIN,SJNSI,"San Juan, Sin.",0.01
-107.1,24.45,SIN,SLRSI,"San Lorenzo, Sin.",0
-106.695833,24.121944,SIN,SLTSI,"Ing. Aurelio Benassini Vizcaíno, Sin.",0
-107.158333,24.813889,SIN,SN2SI,"Sanalona hidrométrica, Sin.",0
-107.139444,24.800556,SIN,SNLSI,"Sanalona, Sin.",0
-106.25,23.35,SIN,SQRSI,"Siqueros, Sin.",0
-105.847222,23.088333,SIN,TORSI,"Las Tortugas, Sin.",0
-107.059722,24.751111,SIN,VINSI,"Vinoramas, Sin.",0
-108.358611,25.739167,SIN,ZOPSI,"El Zopilote, Sin.",0
-98.558333,21.972222,SLP,AJTSL,"Las Adjuntas, S.L.P.",4.52
-98.955833,21.748889,SLP,BLMSL,"Ballesmi, S.L.P.",44.71
-99.016667,21.983333,SLP,CDVSL,"Ciudad Valles, S.L.P.",2
-100.283056,22.431667,SLP,CTSSL,"Cerritos, S.L.P.",0.01
-99.239444,21.906944,SLP,GANSL,"Gallinas, S.L.P.",19.4
-100.820556,21.88,SLP,IVGSL,"Valentín Gama, S.L.P.",2.6
-100.665833,23.6475,SLP,MA2SL,"Matehuala, S.L.P. SMN*",0
-100.642778,23.656944,SLP,MATSL,"Matehuala, S.L.P.",0.01
-99.159444,22.12,SLP,MICSL,"Micos, S.L.P.",29.71
-98.8,21.333333,SLP,MTPSL,"Observatorio de Matlapa, S.L.P.",59.01
-99.32,22.523333,SLP,NRJSL,"Naranjos, S.L.P.",24.49
-100.762222,21.849722,SLP,OCTSL,"Ojo Caliente, S.L.P.",2.6
-99.830556,21.651111,SLP,PMYSL,"Pedro Montoya, S.L.P.",11.51
-98.939722,21.847222,SLP,PUJSL,"El Pujal, S.L.P.",26.72
-98.888611,21.425,SLP,RQTSL,"Requetemu, S.L.P.",26.82
-99.995,21.931389,SLP,RVDSL,"Observatorio de Río Verde, S.L.P.",11.31
-101,22.2,SLP,SGRSL,"Soledad Graciano, S.L.P.",1
-101.019167,22.148056,SLP,SLPSL,"Observatorio de San Luis Potosí, S.L.P.",0.5
-99.055833,22.02,SLP,STRSL,"Santa Rosa, S.L.P.",19.51
-98.617222,21.692778,SLP,SVTSL,"San Vicente, S.L.P.",27.2
-98.857222,21.246667,SLP,TBLSL,"Tierra Blanca, S.L.P.",51.4
-100.548333,21.629444,SLP,TIESL,"La Muñeca, S.L.P.",0.01
-98.773333,22.003611,SLP,TMISL,"Observatorio de Tamuín, S.L.P.",7.62
-98.758889,21.241111,SLP,TMTSL,"Temamatla, S.L.P.",40.4
-110.226111,29.825,SON,ACNSO,"Aconchi, Son.",0.02
-109.887778,27.75,SON,AGCSO,"Agua Caliente, Son.",12.01
-108.937778,27.021667,SON,ALMSO,"Álamos, Son.",5.1
-111.834444,30.714444,SON,ALTSO,"Observatorio de Altar, Son.",24
-109.8925,27.8225,SON,AOBSO,"Alvaro Obregón, Son.",16.01
-109.106667,27.226111,SON,ARCSO,"Adolfo Ruiz Cortines, Son.",12.7
-109.088611,30.07,SON,ARISO,"Aribabi, Son.",12.9
-110.92,29.076667,SON,ARLSO,"Abelardo Rodríguez Luján, Son.",0.21
-110.1675,30.335833,SON,ARZSO,"Arizpe, Son.",1.01
-110.238611,30.598889,SON,BCNSO,"Bacanuchi, Son.",6.2
-108.931667,30.355278,SON,BCRSO,"Bacerac, Son.",3
-108.860833,27.421667,SON,BICSO,"Bicentenario, Son.",0
-112.435278,30.771944,SON,CABORCA,"Caborca, Son. SMN*",24.4
-109.625,27.416667,SON,CCRSO,"Cocoraque, Son.",9.02
-111.516389,30.873333,SON,CHTSO,"Cuauhtémoc, Son.",29.01
-109.492222,27.011944,SON,CINSO,"Casa del Ciano, Son.",8.62
-110.736389,29.472222,SON,CJNSO,"El Cajón, Son.",3.02
-110.290833,30.98,SON,CNNSO,"Cananea, Son.",20.6
-109.931944,27.496389,SON,COBSO,"Ciudad Obregón, Son.",7.32
-108.7625,26.603611,SON,CZNSO,"Cazanate, Son.",1.31
-109.233333,29.2,SON,ECBSO,"El Cubil, Son.",2.62
-110.8,27.95,SON,EPLSO,"Observatorio de Empalme, Son.",1.6
-110.85,27.95,SON,GYMSO,"Guaymas, Son.",2.51
-110.916667,29.066667,SON,HM2SO,"Observatorio de Hermosillo, Son.",0.21
-110.925833,29.073056,SON,HMNSO,"Hermosillo, Son.",0.03
-108.957222,30.210556,SON,HSHSO,"Huachinera, Son.",22.01
-110.886944,30.761667,SON,IMRSO,"Imuris, Son.",14.21
-110.396944,28.426389,SON,IRASO,"Ignacio R. Alatorre, Son.",2.01
-109.378889,30.437778,SON,LCDSO,"Lázaro Cárdenas, Son.",0
-109.6875,30.374444,SON,NCZSO,"Observatorio de Nacozari, Son.",1.5
-110.947222,31.318889,SON,NGLSO,"Nogales, Son.",40.8
-110.913889,31.297778,SON,NOGALES,"Nogales, Son. SMN*",42.58
-109.443333,27.071944,SON,NVJSO,"Navojoa, Son.",7.5
-112.85,31.866667,SON,NYNSO,"Sonoyta, Son.",38.6
-109.932222,27.3725,SON,OBOSO,"Observatorio Cd. Obregón, Son.",7.22
-109.083333,29.433333,SON,PDNSO,"Paso Nácori, Son.",4.31
-109.642222,28.976667,SON,PECSO,"Plutarco Elías Calles, Son.",2.53
-110.725556,29.2125,SON,PMOSO,"Ing. Rodolfo Félix Valdés, Son.",1.33
-113.550833,31.352778,SON,PT2SO,"Observatorio de Puerto Peñasco, Son.",5.41
-110.308333,28.472222,SON,PTASO,"Punta de Agua 2, Son.",0.81
-112.1,30.697778,SON,PTQSO,"Pitiquito, Son.",21.21
-111.021389,30.050556,SON,QRBSO,"Querobabi, Son.",1.13
-108.876667,27.411944,SON,SBNSO,"San Bernardo, Son.",11.3
-110.348333,28.713333,SON,SJPSO,"San José de Pimas, Son.",0.02
-111.445278,30.394722,SON,SRSSO,"Santa Rosa 2, Son.",51.53
-109.531667,29.534722,SON,TPCSO,"Tepache, Son.",2.55
-109.2125,27.658333,SON,TSOSO,"Tesocoma, Son.",14.32
-110.289722,27.643611,SON,VCMSO,"Vícam, Son.",9.52
-108.927778,28.371389,SON,YCRSO,"Yécora, Son.",38.53
-91.535,17.756667,TAB,BALANCANHM,"Balancán, Tab. SGT*",89.5
-91.483333,17.433333,TAB,BDCTB,"Boca del Cerro, Tab.",168.3
-93.362778,17.865,TAB,CAMOAPA,"Camoapa, Tab. SGT*",365.3
-93.376389,18.001111,TAB,CARTB,"Cárdenas, Tab.",145.6
-92.814722,18.043611,TAB,EPOTB,"El Porvenir, Tab.",106.8
-93,17.975,TAB,GONTB,"González, Tab.",255.1
-93.066667,17.966667,TAB,GONZALEZ,"González, Tab. SGT*",231.8
-92.92,17.75,TAB,LOSAGAVES,"Los Agaves, Tab. SGT*",113.3
-92.6,17.766667,TAB,MACTB,"Macuspana, Tab.",137.5
-93.316111,17.954444,TAB,MEZCALAPA,"Mezcalapa, Tab. SGT*",195.8
-92.929444,17.98,TAB,OBSTB,"Observatorio de Villahermosa, Tab.",116.7
-92.75,17.380556,TAB,OXOTB,"Oxolotán, Tab.",266.5
-93.33,18.42,TAB,PARAISO,"Paraíso, Tab. SMN*",98.5
-93.879167,17.854167,TAB,PNVTB,"Pueblo Nuevo, Tab.",131.7
-93.622778,18.175,TAB,POBLADOC11,"Poblado C11, Tab. SGT*",190.5
-92.877222,18.010833,TAB,PORVENIR,"Porvenir, Tab. SGT*",106.2
-92.976944,17.980278,TAB,POSTA,"La Posta, Tab. SGT*",125.6
-92.9375,17.566667,TAB,PUYTB,"Puyacatengo, Tab.",384.4
-93.275556,17.996944,TAB,SAMTB,"Samaria, Tab.",213.9
-91.158333,17.791667,TAB,SPTTB,"San Pedro, Tab.",94.3
-92.778611,17.456944,TAB,TAPTB,"Tapijulapa, Tab.",231
-92.966667,17.566667,TAB,TEATB,"Teapa, Tab.",698.2
-93.02,18.25,TAB,TECOLUTA,"Tecoluta, Tab. SGT*",321.9
-92.96,17.96,TAB,VIEJOMEZCALAPA,"Viejo Mezcalapa, Tab. SGT*",348.4
-98.370556,24.046667,TAMP,ABASOLO,"Abasolo, Tamps. SGT*",13
-98.39,24.065556,TAMP,ABSTP,"Abasolo, Tamps.",9.4
-99.145556,22.986944,TAMP,AHLTP,"Ahualulco, Tamps.",0.3
-97.926944,22.386111,TAMP,BALTP,"Bombas Altamira, Tamps.",26.81
-99.123056,24.080556,TAMP,BR1TP,"El Barretal Uno, Tamps.",8.51
-99.215,24.1025,TAMP,BRRTP,"El Barretal, Tamps.",6
-98.5975,26.238056,TAMP,CDOTP,"S J 2 18 Ciudad Díaz Ordaz, Tamps.",27.92
-98.8,26.25,TAMP,CMGTP,"S J 2 11 Camargo, Tamps.",15.32
-99.148611,26.430556,TAMP,CMRTP,"Mier, Tamps.",11.11
-97.817778,25.966389,TAMP,CONTP,"Control, Tamps.",7.52
-98.935833,23.939167,TAMP,CORTP,"Corona, Tamps.",0.5
-99.166667,23.716667,TAMP,CVCTP,"Observatorio de Ciudad Victoria, Tamps.",3.7
-99.1875,23.730278,TAMP,CVTTP,"Ciudad Victoria, Tamps.",3.6
-99.078611,23.384444,TAMP,ENNTP,"La Encantada, Tamps.",3.2
-98.691667,22.605,TAMP,ERCTP,"Estudiante Ramiro Caballero Dorantes, Tamps.",0.2
-98.159167,24.841944,TAMP,FDOTP,"San Fernando, Tamps.",0
-99.154722,23.046667,TAMP,GOMEZFARIAS,"Gómez Farías, Tamps. SGT*",1.5
-98.405278,22.798611,TAMP,GONZALEZTP,"González, Tamps. SGT*",13
-97.953333,23.166389,TAMP,LAETP,"La Esperanza, Tamps.",8
-99.548333,26.816944,TAMP,LASTORTILLASC,"Las Tortillas Río Salado, Tamps. CILA*",4.2
-99.233611,26.408889,TAMP,LBLTP,"Derivadora Las Blancas, Tamps.",6.4
-99.120556,22.852778,TAMP,LSRTP,"La Servilleta, Tamps.",0.02
-99.551944,24.567778,TAMP,MAGTP,"Magueyes, Tamps.",9.8
-97.433333,25.833333,TAMP,MATTP,"Matamoros, Tamps.",5.14
-97.844167,22.283889,TAMP,MDRTP,"Madero, Tamps.",35.4
-98.586389,25.1175,TAMP,MENTP,"Méndez, Tamps.",33.4
-99.040833,26.374167,TAMP,MGATP,"S J 1 2 Miguel Alemán, Tamps.",15.21
-98.916111,26.242222,TAMP,MGOTP,"Marte Rodolfo Gómez, Tamps.",6.4
-98.705556,22.795833,TAMP,MGSTP,"Magiscatzín Dos, Tamps.",2.8
